1,2,3,4,5,6,7,8,9,10,11,12
-0.00000006,0.00000031,0.00000091,0.00000127,0.0000011,0.00000077,0.00000292,0.00000087,0.0000015,0.00000189,0.0000003,-0.00000008
0.00000331,-0.00001377,-0.00003242,-0.00004926,-0.0000434,-0.00002553,-0.00011676,-0.00003688,-0.00006464,-0.00006844,-0.00001363,0.00000312
-0.00006171,0.00021181,0.00034663,0.0006245,0.00054181,0.00027722,0.00152186,0.00052827,0.00095159,0.00076651,0.00021999,-0.00004045
0.00047375,-0.00132102,-0.00130706,-0.00320434,-0.00215457,-0.00149847,-0.00742256,-0.0029109,-0.00575143,-0.00307272,-0.00144024,0.00018532
0.25170919,0.2559858,0.25443216,0.25936525,0.25279392,0.25703589,0.26258005,0.2516302,0.26403756,0.25609508,0.2563438,0.25309756
0.00052473,-0.00125368,-0.00164996,-0.00463561,-0.00187338,-0.00483178,-0.00542247,0.00232956,-0.00804482,-0.00373138,-0.0013497,-0.00001878
